"","go_id","pval","padj","description","full_go","cluster"
"450","GO:0050817",1.83695884083639e-07,1.53763123182432e-05,"coagulation","GO:0050817 coagulation",3
"451","GO:0051272",2.06362725026193e-07,1.71832082660554e-05,"positive regulation of cellular component movement","GO:0051272 positive regulation of cellular component movement",3
"452","GO:0097530",2.15054756480358e-07,1.78137023284563e-05,"granulocyte migration","GO:0097530 granulocyte migration",3
"453","GO:0002433",2.19204579958936e-07,1.79702558745717e-05,"immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","GO:0002433 immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",3
"454","GO:0038096",2.19204579958936e-07,1.79702558745717e-05,"Fc-gamma receptor signaling pathway involved in phagocytosis","GO:0038096 Fc-gamma receptor signaling pathway involved in phagocytosis",3
"455","GO:0007167",2.28368610743424e-07,1.86255096680175e-05,"enzyme linked receptor protein signaling pathway","GO:0007167 enzyme linked receptor protein signaling pathway",3
"456","GO:0001558",2.36065428333634e-07,1.91550233276435e-05,"regulation of cell growth","GO:0001558 regulation of cell growth",3
"457","GO:0016241",2.37610536103593e-07,1.91825277471652e-05,"regulation of macroautophagy","GO:0016241 regulation of macroautophagy",3
"458","GO:0006996",2.46455944032215e-07,1.97961380499411e-05,"organelle organization","GO:0006996 organelle organization",3
"459","GO:0071375",2.52314357021438e-07,2.0164861980246e-05,"cellular response to peptide hormone stimulus","GO:0071375 cellular response to peptide hormone stimulus",3
"460","GO:0071705",2.55734399698556e-07,2.03359994640292e-05,"nitrogen compound transport","GO:0071705 nitrogen compound transport",3
"461","GO:0002520",2.76478013461997e-07,2.18761508761174e-05,"immune system development","GO:0002520 immune system development",3
"462","GO:0045184",2.81718485773925e-07,2.21804494938044e-05,"establishment of protein localization","GO:0045184 establishment of protein localization",3
"463","GO:0071702",2.91211737983364e-07,2.28149334033863e-05,"organic substance transport","GO:0071702 organic substance transport",3
"464","GO:0009991",2.98687150155098e-07,2.32858844905229e-05,"response to extracellular stimulus","GO:0009991 response to extracellular stimulus",3
"465","GO:0071216",3.13749372175456e-07,2.43408293418461e-05,"cellular response to biotic stimulus","GO:0071216 cellular response to biotic stimulus",3
"466","GO:0007159",3.54183664006635e-07,2.7241319366485e-05,"leukocyte cell-cell adhesion","GO:0007159 leukocyte cell-cell adhesion",3
"467","GO:0048870",3.56274800567711e-07,2.7241319366485e-05,"cell motility","GO:0048870 cell motility",3
"468","GO:0051674",3.56274800567711e-07,2.7241319366485e-05,"localization of cell","GO:0051674 localization of cell",3
"469","GO:0007596",3.58646339590394e-07,2.72914420327542e-05,"blood coagulation","GO:0007596 blood coagulation",3
"470","GO:0006508",3.73214895003098e-07,2.82648080482346e-05,"proteolysis","GO:0006508 proteolysis",3
"471","GO:0048534",3.77218261862653e-07,2.84326030173632e-05,"hematopoietic or lymphoid organ development","GO:0048534 hematopoietic or lymphoid organ development",3
"472","GO:2000377",3.97848534223475e-07,2.9846146642878e-05,"regulation of reactive oxygen species metabolic process","GO:2000377 regulation of reactive oxygen species metabolic process",3
"473","GO:0044248",4.02122163754618e-07,3.00251215603448e-05,"cellular catabolic process","GO:0044248 cellular catabolic process",3
"474","GO:0010628",4.05256285428031e-07,3.01177381469505e-05,"positive regulation of gene expression","GO:0010628 positive regulation of gene expression",3
"475","GO:1902532",4.50923786706679e-07,3.33557762966652e-05,"negative regulation of intracellular signal transduction","GO:1902532 negative regulation of intracellular signal transduction",3
"476","GO:0045595",4.89349990859688e-07,3.60306585862615e-05,"regulation of cell differentiation","GO:0045595 regulation of cell differentiation",3
"477","GO:0050867",4.98710433116657e-07,3.65506485174531e-05,"positive regulation of cell activation","GO:0050867 positive regulation of cell activation",3
"478","GO:0072593",5.14255468044692e-07,3.75170594668935e-05,"reactive oxygen species metabolic process","GO:0072593 reactive oxygen species metabolic process",3
"479","GO:1901564",5.26134374510034e-07,3.82084068137332e-05,"organonitrogen compound metabolic process","GO:1901564 organonitrogen compound metabolic process",3
"480","GO:0071219",5.29967680899678e-07,3.83118454410385e-05,"cellular response to molecule of bacterial origin","GO:0071219 cellular response to molecule of bacterial origin",3
"481","GO:0016049",5.37389102474474e-07,3.86725623789775e-05,"cell growth","GO:0016049 cell growth",3
"482","GO:0007599",5.62201972809415e-07,4.0275946736761e-05,"hemostasis","GO:0007599 hemostasis",3
"483","GO:0032868",6.26038391421327e-07,4.46480474312322e-05,"response to insulin","GO:0032868 response to insulin",3
"484","GO:0030334",6.57006531960344e-07,4.66474637691844e-05,"regulation of cell migration","GO:0030334 regulation of cell migration",3
"485","GO:0016050",7.65707748205094e-07,5.41236267886836e-05,"vesicle organization","GO:0016050 vesicle organization",3
"486","GO:0010605",8.77871085210601e-07,6.15051177937859e-05,"negative regulation of macromolecule metabolic process","GO:0010605 negative regulation of macromolecule metabolic process",3
"487","GO:0030595",8.7617130991796e-07,6.15051177937859e-05,"leukocyte chemotaxis","GO:0030595 leukocyte chemotaxis",3
"488","GO:0051251",8.81826590192366e-07,6.15112723264009e-05,"positive regulation of lymphocyte activation","GO:0051251 positive regulation of lymphocyte activation",3
"489","GO:0033043",9.06900271338993e-07,6.29840258313334e-05,"regulation of organelle organization","GO:0033043 regulation of organelle organization",3
"490","GO:0008283",9.2994805534858e-07,6.4303886401147e-05,"cell population proliferation","GO:0008283 cell population proliferation",3
"491","GO:0048585",9.47757938666934e-07,6.52516980803416e-05,"negative regulation of response to stimulus","GO:0048585 negative regulation of response to stimulus",3
"492","GO:0002696",9.86924499224961e-07,6.76553760158352e-05,"positive regulation of leukocyte activation","GO:0002696 positive regulation of leukocyte activation",3
"493","GO:0002688",1.01259631792653e-06,6.85290716608658e-05,"regulation of leukocyte chemotaxis","GO:0002688 regulation of leukocyte chemotaxis",3
"494","GO:0030163",1.00431748115166e-06,6.85290716608658e-05,"protein catabolic process","GO:0030163 protein catabolic process",3
"495","GO:0070482",1.01006432496223e-06,6.85290716608658e-05,"response to oxygen levels","GO:0070482 response to oxygen levels",3
"496","GO:0031668",1.03143779233213e-06,6.95084180052972e-05,"cellular response to extracellular stimulus","GO:0031668 cellular response to extracellular stimulus",3
"497","GO:0051051",1.04301651601089e-06,6.99921294119715e-05,"negative regulation of transport","GO:0051051 negative regulation of transport",3
"498","GO:0008104",1.05858801290608e-06,7.0738587215371e-05,"protein localization","GO:0008104 protein localization",3
"499","GO:0071417",1.09142003221201e-06,7.26273815577398e-05,"cellular response to organonitrogen compound","GO:0071417 cellular response to organonitrogen compound",3
"500","GO:0032870",1.1746304515174e-06,7.78388445872195e-05,"cellular response to hormone stimulus","GO:0032870 cellular response to hormone stimulus",3
"501","GO:0031326",1.19706260328461e-06,7.89961976872961e-05,"regulation of cellular biosynthetic process","GO:0031326 regulation of cellular biosynthetic process",3
"502","GO:0050865",1.2160630775457e-06,7.99184594433337e-05,"regulation of cell activation","GO:0050865 regulation of cell activation",3
"503","GO:0030097",1.25514266528077e-06,8.2147279623973e-05,"hemopoiesis","GO:0030097 hemopoiesis",3
"504","GO:0060548",1.2988964203428e-06,8.46624945456223e-05,"negative regulation of cell death","GO:0060548 negative regulation of cell death",3
"505","GO:0030155",1.35771784174524e-06,8.81352838984336e-05,"regulation of cell adhesion","GO:0030155 regulation of cell adhesion",3
"506","GO:0051249",1.37660707705274e-06,8.89982071278326e-05,"regulation of lymphocyte activation","GO:0051249 regulation of lymphocyte activation",3
"507","GO:0031667",1.38827111635099e-06,8.90284832034116e-05,"response to nutrient levels","GO:0031667 response to nutrient levels",3
"508","GO:0071621",1.38446676032444e-06,8.90284832034116e-05,"granulocyte chemotaxis","GO:0071621 granulocyte chemotaxis",3
"509","GO:0007015",1.39878034505021e-06,8.93421791473031e-05,"actin filament organization","GO:0007015 actin filament organization",3
"510","GO:0050765",1.53921766465138e-06,9.79188709544623e-05,"negative regulation of phagocytosis","GO:0050765 negative regulation of phagocytosis",3
"511","GO:0009889",1.5463989893743e-06,9.79837829761307e-05,"regulation of biosynthetic process","GO:0009889 regulation of biosynthetic process",3
"512","GO:0030099",1.61960808844346e-06,0.000101811253117015,"myeloid cell differentiation","GO:0030099 myeloid cell differentiation",3
"513","GO:0071396",1.61618130018512e-06,0.000101811253117015,"cellular response to lipid","GO:0071396 cellular response to lipid",3
"514","GO:0071222",1.67883489147393e-06,0.000105118858716541,"cellular response to lipopolysaccharide","GO:0071222 cellular response to lipopolysaccharide",3
"515","GO:1901653",1.69032284480595e-06,0.000105423115779584,"cellular response to peptide","GO:1901653 cellular response to peptide",3
"516","GO:0051090",1.73965104503127e-06,0.000108075821172568,"regulation of DNA-binding transcription factor activity","GO:0051090 regulation of DNA-binding transcription factor activity",3
"517","GO:0002694",1.77459363118615e-06,0.00010981765412601,"regulation of leukocyte activation","GO:0002694 regulation of leukocyte activation",3
"518","GO:0051239",2.18641784189946e-06,0.000134778253323911,"regulation of multicellular organismal process","GO:0051239 regulation of multicellular organismal process",3
"519","GO:0031669",2.24020493189537e-06,0.000137560692034224,"cellular response to nutrient levels","GO:0031669 cellular response to nutrient levels",3
"520","GO:0042326",2.26679136043762e-06,0.000138657883832308,"negative regulation of phosphorylation","GO:0042326 negative regulation of phosphorylation",3
"521","GO:0060759",2.36966844067384e-06,0.000144395428660831,"regulation of response to cytokine stimulus","GO:0060759 regulation of response to cytokine stimulus",3
"522","GO:1901699",2.42020136170191e-06,0.000146911765101173,"cellular response to nitrogen compound","GO:1901699 cellular response to nitrogen compound",3
"523","GO:0052547",2.48522108282878e-06,0.000150285004187486,"regulation of peptidase activity","GO:0052547 regulation of peptidase activity",3
"524","GO:0010556",2.56132454957967e-06,0.000154300400138315,"regulation of macromolecule biosynthetic process","GO:0010556 regulation of macromolecule biosynthetic process",3
"525","GO:0009057",2.78286317068506e-06,0.000166385924310433,"macromolecule catabolic process","GO:0009057 macromolecule catabolic process",3
"526","GO:0050793",2.77417008240436e-06,0.000166385924310433,"regulation of developmental process","GO:0050793 regulation of developmental process",3
"527","GO:0040007",2.90627579018389e-06,0.000173113895756871,"growth","GO:0040007 growth",3
"528","GO:0051252",2.94701613037224e-06,0.000174885613945672,"regulation of RNA metabolic process","GO:0051252 regulation of RNA metabolic process",3
"529","GO:0097529",3.01010552735167e-06,0.000177965495565059,"myeloid leukocyte migration","GO:0097529 myeloid leukocyte migration",3
"530","GO:0032869",3.05945951760793e-06,0.000180213496918654,"cellular response to insulin stimulus","GO:0032869 cellular response to insulin stimulus",3
"531","GO:0002690",3.28926804445445e-06,0.000193035125383777,"positive regulation of leukocyte chemotaxis","GO:0002690 positive regulation of leukocyte chemotaxis",3
"532","GO:0007249",3.39280417827942e-06,0.000197652592129509,"I-kappaB kinase/NF-kappaB signaling","GO:0007249 I-kappaB kinase/NF-kappaB signaling",3
"533","GO:0051129",3.38651182684282e-06,0.000197652592129509,"negative regulation of cellular component organization","GO:0051129 negative regulation of cellular component organization",3
"534","GO:2000145",3.57964422256123e-06,0.000207776137648225,"regulation of cell motility","GO:2000145 regulation of cell motility",3
"535","GO:0019219",3.6591232388791e-06,0.000211617076331394,"regulation of nucleobase-containing compound metabolic process","GO:0019219 regulation of nucleobase-containing compound metabolic process",3
"536","GO:0016197",4.1028969099068e-06,0.000236422001649122,"endosomal transport","GO:0016197 endosomal transport",3
"537","GO:0007568",4.22949260212079e-06,0.000242837004852451,"aging","GO:0007568 aging",3
"538","GO:2000112",4.37726678560273e-06,0.000250417449490021,"regulation of cellular macromolecule biosynthetic process","GO:2000112 regulation of cellular macromolecule biosynthetic process",3
"539","GO:0001666",4.4383861974751e-06,0.000253003921450337,"response to hypoxia","GO:0001666 response to hypoxia",3
"540","GO:2001141",4.70304812050711e-06,0.000267133133244804,"regulation of RNA biosynthetic process","GO:2001141 regulation of RNA biosynthetic process",3
"541","GO:0032774",4.73119238063166e-06,0.000267775386553615,"RNA biosynthetic process","GO:0032774 RNA biosynthetic process",3
"542","GO:0036293",4.83489008415843e-06,0.000272674084746297,"response to decreased oxygen levels","GO:0036293 response to decreased oxygen levels",3
"543","GO:0097659",4.88772433585772e-06,0.000274679745008768,"nucleic acid-templated transcription","GO:0097659 nucleic acid-templated transcription",3
"544","GO:0008154",5.04984937441504e-06,0.000282791564967242,"actin polymerization or depolymerization","GO:0008154 actin polymerization or depolymerization",3
"545","GO:0050778",5.461707948827e-06,0.000304782467432086,"positive regulation of immune response","GO:0050778 positive regulation of immune response",3
"546","GO:0040011",5.55892428495922e-06,0.000309122838559411,"locomotion","GO:0040011 locomotion",3
"547","GO:1903506",5.90793954241552e-06,0.00032738630830166,"regulation of nucleic acid-templated transcription","GO:1903506 regulation of nucleic acid-templated transcription",3
"548","GO:0001959",5.9775225497504e-06,0.000330092078580661,"regulation of cytokine-mediated signaling pathway","GO:0001959 regulation of cytokine-mediated signaling pathway",3
"549","GO:0040008",6.05571804402582e-06,0.000333253078796494,"regulation of growth","GO:0040008 regulation of growth",3
"550","GO:0044257",6.41268107317482e-06,0.000351680275130249,"cellular protein catabolic process","GO:0044257 cellular protein catabolic process",3
"551","GO:0000045",6.46634868037614e-06,0.000353404843342619,"autophagosome assembly","GO:0000045 autophagosome assembly",3
"552","GO:0010648",6.56933720650913e-06,0.000357803900453155,"negative regulation of cell communication","GO:0010648 negative regulation of cell communication",3
"553","GO:0071349",6.61841143594631e-06,0.000359246469205768,"cellular response to interleukin-12","GO:0071349 cellular response to interleukin-12",3
"554","GO:0071560",6.68773285671579e-06,0.000361774501201387,"cellular response to transforming growth factor beta stimulus","GO:0071560 cellular response to transforming growth factor beta stimulus",3
"555","GO:0065008",6.91071315053016e-06,0.000372569430325531,"regulation of biological quality","GO:0065008 regulation of biological quality",3
"556","GO:0023014",7.1813169943791e-06,0.000385850221211504,"signal transduction by protein phosphorylation","GO:0023014 signal transduction by protein phosphorylation",3
"557","GO:0023057",7.32391421158239e-06,0.000392186975154903,"negative regulation of signaling","GO:0023057 negative regulation of signaling",3
"558","GO:0052548",7.38960582646209e-06,0.000394376815651185,"regulation of endopeptidase activity","GO:0052548 regulation of endopeptidase activity",3
"559","GO:0050729",7.60084508331303e-06,0.000404293779949867,"positive regulation of inflammatory response","GO:0050729 positive regulation of inflammatory response",3
"560","GO:0032675",7.70570560511741e-06,0.000408505139812624,"regulation of interleukin-6 production","GO:0032675 regulation of interleukin-6 production",3
"561","GO:0010256",7.86271760650059e-06,0.000415444055859752,"endomembrane system organization","GO:0010256 endomembrane system organization",3
"562","GO:0009267",7.96710399497563e-06,0.000417884988644602,"cellular response to starvation","GO:0009267 cellular response to starvation",3
"563","GO:0045936",7.98774123163727e-06,0.000417884988644602,"negative regulation of phosphate metabolic process","GO:0045936 negative regulation of phosphate metabolic process",3
"564","GO:0051092",7.96710399497563e-06,0.000417884988644602,"positive regulation of NF-kappaB transcription factor activity","GO:0051092 positive regulation of NF-kappaB transcription factor activity",3
"565","GO:0009968",8.04621062818255e-06,0.000419563717477427,"negative regulation of signal transduction","GO:0009968 negative regulation of signal transduction",3
"566","GO:1903039",8.2082843119336e-06,0.000426616188552261,"positive regulation of leukocyte cell-cell adhesion","GO:1903039 positive regulation of leukocyte cell-cell adhesion",3
"567","GO:0010563",8.4573505285004e-06,0.000433817352757432,"negative regulation of phosphorus metabolic process","GO:0010563 negative regulation of phosphorus metabolic process",3
"568","GO:0044087",8.51050138709248e-06,0.000433817352757432,"regulation of cellular component biogenesis","GO:0044087 regulation of cellular component biogenesis",3
"569","GO:0070671",8.48493034101855e-06,0.000433817352757432,"response to interleukin-12","GO:0070671 response to interleukin-12",3
"570","GO:0071622",8.48493034101855e-06,0.000433817352757432,"regulation of granulocyte chemotaxis","GO:0071622 regulation of granulocyte chemotaxis",3
"571","GO:1902893",8.48493034101855e-06,0.000433817352757432,"regulation of pri-miRNA transcription by RNA polymerase II","GO:1902893 regulation of pri-miRNA transcription by RNA polymerase II",3
"572","GO:2001238",8.48493034101855e-06,0.000433817352757432,"positive regulation of extrinsic apoptotic signaling pathway","GO:2001238 positive regulation of extrinsic apoptotic signaling pathway",3
"573","GO:0010506",8.70265473487361e-06,0.000442194954963035,"regulation of autophagy","GO:0010506 regulation of autophagy",3
"574","GO:0006355",8.80948990341747e-06,0.000446197858038062,"regulation of transcription, DNA-templated","GO:0006355 regulation of transcription, DNA-templated",3
"575","GO:0006351",9.04488343687349e-06,0.00045622154470009,"transcription, DNA-templated","GO:0006351 transcription, DNA-templated",3
"576","GO:0030162",9.06476409238107e-06,0.00045622154470009,"regulation of proteolysis","GO:0030162 regulation of proteolysis",3
"577","GO:0050870",9.1896924081634e-06,0.000461050056969813,"positive regulation of T cell activation","GO:0050870 positive regulation of T cell activation",3
"578","GO:0014070",9.39235713205832e-06,0.000469735999459923,"response to organic cyclic compound","GO:0014070 response to organic cyclic compound",3
"579","GO:0034123",9.48630333289056e-06,0.000471866977461894,"positive regulation of toll-like receptor signaling pathway","GO:0034123 positive regulation of toll-like receptor signaling pathway",3
"580","GO:0051049",9.49430538152705e-06,0.000471866977461894,"regulation of transport","GO:0051049 regulation of transport",3
"581","GO:0032635",9.77753731871627e-06,0.000484429761734777,"interleukin-6 production","GO:0032635 interleukin-6 production",3
"582","GO:0060326",9.88597418825924e-06,0.000488281159907065,"cell chemotaxis","GO:0060326 cell chemotaxis",3
"583","GO:0007265",1.0051917465885e-05,0.000494940233366671,"Ras protein signal transduction","GO:0007265 Ras protein signal transduction",3
"584","GO:0035666",1.02180501585399e-05,0.000501567499140181,"TRIF-dependent toll-like receptor signaling pathway","GO:0035666 TRIF-dependent toll-like receptor signaling pathway",3
"585","GO:0042127",1.04880320550845e-05,0.000510096825088879,"regulation of cell population proliferation","GO:0042127 regulation of cell population proliferation",3
"586","GO:1905037",1.04383833742251e-05,0.000510096825088879,"autophagosome organization","GO:1905037 autophagosome organization",3
"587","GO:2000113",1.04701834234641e-05,0.000510096825088879,"negative regulation of cellular macromolecule biosynthetic process","GO:2000113 negative regulation of cellular macromolecule biosynthetic process",3
"588","GO:0030308",1.0900035112487e-05,0.000526912335650436,"negative regulation of cell growth","GO:0030308 negative regulation of cell growth",3
"589","GO:0040012",1.08690618885692e-05,0.000526912335650436,"regulation of locomotion","GO:0040012 regulation of locomotion",3
"590","GO:1903037",1.14779494209742e-05,0.000553167598761134,"regulation of leukocyte cell-cell adhesion","GO:1903037 regulation of leukocyte cell-cell adhesion",3
"591","GO:0071559",1.16093906076513e-05,0.000557811928169443,"response to transforming growth factor beta","GO:0071559 response to transforming growth factor beta",3
"592","GO:0043170",1.19709588942514e-05,0.000573452199560765,"macromolecule metabolic process","GO:0043170 macromolecule metabolic process",3
"593","GO:0032388",1.21708545917533e-05,0.000581277091373108,"positive regulation of intracellular transport","GO:0032388 positive regulation of intracellular transport",3
"594","GO:0043069",1.22773037943534e-05,0.000584605507620949,"negative regulation of programmed cell death","GO:0043069 negative regulation of programmed cell death",3
"595","GO:0002685",1.2384144687205e-05,0.000587932648075549,"regulation of leukocyte migration","GO:0002685 regulation of leukocyte migration",3
"596","GO:0032535",1.24232914329112e-05,0.000588035794491132,"regulation of cellular component size","GO:0032535 regulation of cellular component size",3
"597","GO:0051270",1.27517007523035e-05,0.000601789462209598,"regulation of cellular component movement","GO:0051270 regulation of cellular component movement",3
"598","GO:0062208",1.27960543549186e-05,0.000602096001362798,"positive regulation of pattern recognition receptor signaling pathway","GO:0062208 positive regulation of pattern recognition receptor signaling pathway",3
"599","GO:0051493",1.28344354250748e-05,0.000602120533924453,"regulation of cytoskeleton organization","GO:0051493 regulation of cytoskeleton organization",3
"600","GO:0061614",1.36531990611724e-05,0.000638648464320251,"pri-miRNA transcription by RNA polymerase II","GO:0061614 pri-miRNA transcription by RNA polymerase II",3
"601","GO:0031098",1.37199986051366e-05,0.000639891078639569,"stress-activated protein kinase signaling cascade","GO:0031098 stress-activated protein kinase signaling cascade",3
"602","GO:0030036",1.38640869806546e-05,0.000643127725505998,"actin cytoskeleton organization","GO:0030036 actin cytoskeleton organization",3
"603","GO:0044092",1.3870272249029e-05,0.000643127725505998,"negative regulation of molecular function","GO:0044092 negative regulation of molecular function",3
"604","GO:0007169",1.43029644851904e-05,0.000659984244882241,"transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169 transmembrane receptor protein tyrosine kinase signaling pathway",3
"605","GO:0010629",1.43168111471563e-05,0.000659984244882241,"negative regulation of gene expression","GO:0010629 negative regulation of gene expression",3
"606","GO:0051240",1.54738369265406e-05,0.000711259833756362,"positive regulation of multicellular organismal process","GO:0051240 positive regulation of multicellular organismal process",3
"607","GO:0051336",1.6324114555439e-05,0.000748180743197989,"regulation of hydrolase activity","GO:0051336 regulation of hydrolase activity",3
"608","GO:0001933",1.65764155278417e-05,0.000756044902909211,"negative regulation of protein phosphorylation","GO:0001933 negative regulation of protein phosphorylation",3
"609","GO:0002687",1.65907740892426e-05,0.000756044902909211,"positive regulation of leukocyte migration","GO:0002687 positive regulation of leukocyte migration",3
"610","GO:0070266",1.69745220889247e-05,0.000769124784336921,"necroptotic process","GO:0070266 necroptotic process",3
"611","GO:1902895",1.69745220889247e-05,0.000769124784336921,"positive regulation of pri-miRNA transcription by RNA polymerase II","GO:1902895 positive regulation of pri-miRNA transcription by RNA polymerase II",3
"612","GO:0071363",1.72024453982442e-05,0.000777237760266123,"cellular response to growth factor stimulus","GO:0071363 cellular response to growth factor stimulus",3
"613","GO:0051241",1.7649609616249e-05,0.000795182411719047,"negative regulation of multicellular organismal process","GO:0051241 negative regulation of multicellular organismal process",3
"614","GO:0032386",1.79636890810027e-05,0.000807046641650473,"regulation of intracellular transport","GO:0032386 regulation of intracellular transport",3
"615","GO:0007179",1.83757383861615e-05,0.000820920627228969,"transforming growth factor beta receptor signaling pathway","GO:0007179 transforming growth factor beta receptor signaling pathway",3
"616","GO:0043066",1.83309470573115e-05,0.000820920627228969,"negative regulation of apoptotic process","GO:0043066 negative regulation of apoptotic process",3
"617","GO:0043086",1.8550651663349e-05,0.000826413344688802,"negative regulation of catalytic activity","GO:0043086 negative regulation of catalytic activity",3
"618","GO:0045597",1.89661296905052e-05,0.000842562364798307,"positive regulation of cell differentiation","GO:0045597 positive regulation of cell differentiation",3
"619","GO:0002768",1.96016903774886e-05,0.000868371263965402,"immune response-regulating cell surface receptor signaling pathway","GO:0002768 immune response-regulating cell surface receptor signaling pathway",3
"620","GO:0071347",2.01206766268739e-05,0.000888886780760561,"cellular response to interleukin-1","GO:0071347 cellular response to interleukin-1",3
"621","GO:0009888",2.07136367737334e-05,0.000912547587948631,"tissue development","GO:0009888 tissue development",3
"622","GO:0022407",2.08831347461751e-05,0.000917473411610961,"regulation of cell-cell adhesion","GO:0022407 regulation of cell-cell adhesion",3
"623","GO:0097193",2.16761797214847e-05,0.000949691356172156,"intrinsic apoptotic signaling pathway","GO:0097193 intrinsic apoptotic signaling pathway",3
"624","GO:0050863",2.25603850853827e-05,0.00098571528680749,"regulation of T cell activation","GO:0050863 regulation of T cell activation",3
"625","GO:0035722",2.26641694988016e-05,0.000987536853997097,"interleukin-12-mediated signaling pathway","GO:0035722 interleukin-12-mediated signaling pathway",3
"626","GO:0022409",2.29333060663552e-05,0.000996349832824906,"positive regulation of cell-cell adhesion","GO:0022409 positive regulation of cell-cell adhesion",3
"627","GO:0034613",2.29917246382508e-05,0.000996349832824906,"cellular protein localization","GO:0034613 cellular protein localization",3
"628","GO:0002764",2.36805953040469e-05,0.00102341355357489,"immune response-regulating signaling pathway","GO:0002764 immune response-regulating signaling pathway",3
"629","GO:0097435",2.38136084508518e-05,0.00102637297778414,"supramolecular fiber organization","GO:0097435 supramolecular fiber organization",3
"630","GO:0045926",2.43380594331358e-05,0.00104614188439079,"negative regulation of growth","GO:0045926 negative regulation of growth",3
"631","GO:1902905",2.47031234246731e-05,0.00105897163058221,"positive regulation of supramolecular fiber organization","GO:1902905 positive regulation of supramolecular fiber organization",3
"632","GO:0002521",2.58725257244121e-05,0.00110612002451895,"leukocyte differentiation","GO:0002521 leukocyte differentiation",3
"633","GO:0043405",2.60864361873958e-05,0.00111227528451566,"regulation of MAP kinase activity","GO:0043405 regulation of MAP kinase activity",3
"634","GO:0045934",2.70808097292526e-05,0.00115158609073271,"negative regulation of nucleobase-containing compound metabolic process","GO:0045934 negative regulation of nucleobase-containing compound metabolic process",3
"635","GO:0045785",2.76587288584389e-05,0.00117302513003896,"positive regulation of cell adhesion","GO:0045785 positive regulation of cell adhesion",3
"636","GO:0050878",2.77707098007512e-05,0.00117464193795518,"regulation of body fluid levels","GO:0050878 regulation of body fluid levels",3
"637","GO:0032970",2.80428552823152e-05,0.0011830068180635,"regulation of actin filament-based process","GO:0032970 regulation of actin filament-based process",3
"638","GO:2000379",2.84051122527957e-05,0.00119511879700651,"positive regulation of reactive oxygen species metabolic process","GO:2000379 positive regulation of reactive oxygen species metabolic process",3
"639","GO:0032602",2.89977607455211e-05,0.00121683479392287,"chemokine production","GO:0032602 chemokine production",3
"640","GO:0045892",2.91041961894202e-05,0.00121808720051721,"negative regulation of transcription, DNA-templated","GO:0045892 negative regulation of transcription, DNA-templated",3
"641","GO:0002831",2.92288669411886e-05,0.00122009422528258,"regulation of response to biotic stimulus","GO:0002831 regulation of response to biotic stimulus",3
"642","GO:0060627",2.94061094751407e-05,0.0012242794897713,"regulation of vesicle-mediated transport","GO:0060627 regulation of vesicle-mediated transport",3
"643","GO:1990266",2.95107822046709e-05,0.00122542945217516,"neutrophil migration","GO:1990266 neutrophil migration",3
"644","GO:0070727",2.97064833341343e-05,0.00123034351808873,"cellular macromolecule localization","GO:0070727 cellular macromolecule localization",3
"645","GO:0043254",3.03372403301869e-05,0.00125320381873063,"regulation of protein-containing complex assembly","GO:0043254 regulation of protein-containing complex assembly",3
"646","GO:0008152",3.06827301301048e-05,0.00126419207251085,"metabolic process","GO:0008152 metabolic process",3
"647","GO:2001233",3.11679584885918e-05,0.00128086618036838,"regulation of apoptotic signaling pathway","GO:2001233 regulation of apoptotic signaling pathway",3
"648","GO:0002833",3.1451032740033e-05,0.00128916810489042,"positive regulation of response to biotic stimulus","GO:0002833 positive regulation of response to biotic stimulus",3
"649","GO:1902903",3.16578912851421e-05,0.00129431131876324,"regulation of supramolecular fiber organization","GO:1902903 regulation of supramolecular fiber organization",3
"650","GO:0032956",3.20496726920194e-05,0.00130696921665097,"regulation of actin cytoskeleton organization","GO:0032956 regulation of actin cytoskeleton organization",3
"651","GO:0045088",3.2355533018838e-05,0.00131606751184552,"regulation of innate immune response","GO:0045088 regulation of innate immune response",3
"652","GO:1903320",3.28294226623427e-05,0.00133193657658648,"regulation of protein modification by small protein conjugation or removal","GO:1903320 regulation of protein modification by small protein conjugation or removal",3
"653","GO:0002576",3.29706368029675e-05,0.0013342621061435,"platelet degranulation","GO:0002576 platelet degranulation",3
"654","GO:0071453",3.40870648038561e-05,0.0013759408087323,"cellular response to oxygen levels","GO:0071453 cellular response to oxygen levels",3
"655","GO:0010558",3.42113734919734e-05,0.00137746249118062,"negative regulation of macromolecule biosynthetic process","GO:0010558 negative regulation of macromolecule biosynthetic process",3
"656","GO:0002756",3.52579006886516e-05,0.00141601427412201,"MyD88-independent toll-like receptor signaling pathway","GO:0002756 MyD88-independent toll-like receptor signaling pathway",3
"657","GO:0009890",3.56836629589857e-05,0.00142950371712773,"negative regulation of biosynthetic process","GO:0009890 negative regulation of biosynthetic process",3
"658","GO:0071675",3.6031225568383e-05,0.00143980053125519,"regulation of mononuclear cell migration","GO:0071675 regulation of mononuclear cell migration",3
"659","GO:0032147",3.74968908746135e-05,0.00149461291345828,"activation of protein kinase activity","GO:0032147 activation of protein kinase activity",3
"660","GO:0070848",3.88667036283516e-05,0.00154534013626326,"response to growth factor","GO:0070848 response to growth factor",3
